Plasmid_name_filename,Plasmid,ENT_ID,Deidentified_ENT_ID,Hospital,Date_of_culture,Lab_Species,Genomic_Species_Illumina,Genomic_Species_Hybrid,ST_Illumina,ST_Hybrid,CP_Gene,Clonal_cluster,Length,Inc_group_MOBtyper,Inc_group_regrouped,Relaxase_type_corrected,Sample_type,Plasmid_Clusters,PID,Plasmid_Clusters_renamed,Final_Species,Final_ST
batch9_02072019_ENT481_Ctg4_len_71861_depth_1.54x_circ_blaKPC-2.fasta,batch9_02072019_ENT481_Ctg4_len_71861_depth_1.54x_circ_blaKPC-2,ENT481,E439,5,03/06/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Clinical culture,2,650,PC1,Enterobacter cloacae,93
batch17_18092019_ENT303_Ctg3_len_65499_depth_0.50x_circ_blaOXA-48.fasta,batch17_18092019_ENT303_Ctg3_len_65499_depth_0.50x_circ_blaOXA-48,ENT303,E462,5,20/11/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA48,Cluster_07,65499,IncL/M,IncL/M,MOBP,Clinical culture,19,673,PC4,Klebsiella pneumoniae,16
batch2_21032019_ENT5_Ctg6_len_41190_depth_4.77x_circ_blaNDM-1.fasta,batch2_21032019_ENT5_Ctg6_len_41190_depth_4.77x_circ_blaNDM-1,ENT5,E825,6,13/10/2010,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,48,48,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,960,PC2,Klebsiella pneumoniae,48
batch15_11092019_ENT1890_Ctg2_len_310749_depth_1.49x_circ_blaNDM-1.fasta,batch15_11092019_ENT1890_Ctg2_len_310749_depth_1.49x_circ_blaNDM-1,ENT1890,E441,5,07/03/2015,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,99,99,blaNDM1,NA,310749,"IncH,rep_cluster_1088",IncH,MOBH,Surveillance culture,18,652,PC30,Enterobacter cloacae,99
batch10_05072019_ENT1040_Ctg3_len_89359_depth_1.56x_circ_blaNDM-1.fasta,batch10_05072019_ENT1040_Ctg3_len_89359_depth_1.56x_circ_blaNDM-1,ENT1040,E1130,1,07/03/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,273,273,blaNDM1,NA,89359,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,1208,PC5,Klebsiella pneumoniae,273
batch11_10072019_ENT1187_Ctg5_len_65499_depth_1.81x_circ_blaOXA-48.fasta,batch11_10072019_ENT1187_Ctg5_len_65499_depth_1.81x_circ_blaOXA-48,ENT1187,E482,5,19/05/2014,Citrobacter species,Citrobacter freundii,cfreundii,22,22,blaOXA48,NA,65499,IncL/M,IncL/M,MOBP,Surveillance culture,19,689,PC4,Citrobacter freundii,22
batch3_27032019_ENT6_Ctg4_len_41190_depth_2.30x_circ_blaNDM-1.fasta,batch3_27032019_ENT6_Ctg4_len_41190_depth_2.30x_circ_blaNDM-1,ENT6,E826,6,13/10/2010,Escherichia coli,Escherichia coli,ecoli,69,69,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,960,PC2,Escherichia coli,69
batch25_23012020_ENT529_Ctg5_len_71861_depth_1.73x_circ_blaKPC-2.fasta,batch25_23012020_ENT529_Ctg5_len_71861_depth_1.73x_circ_blaKPC-2,ENT529,E445,5,11/07/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Surveillance culture,2,661,PC1,Enterobacter cloacae,93
batch31_26032020_ENT1507_Ctg4_len_97048_depth_0.65x_circ_blaKPC-2.fasta,batch31_26032020_ENT1507_Ctg4_len_97048_depth_0.65x_circ_blaKPC-2,ENT1507,E446,5,16/09/2014,Escherichia coli,Escherichia coli,ecoli,155,155,blaKPC2,NA,97048,IncU,IncU,MOBP,Surveillance culture,Singleton,662,Unclustered,Escherichia coli,155
batch22_18102019_ENT1508_Ctg3_len_72152_depth_1.16x_circ_blaKPC-2.fasta,batch22_18102019_ENT1508_Ctg3_len_72152_depth_1.16x_circ_blaKPC-2,ENT1508,E447,5,16/09/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaKPC2,NA,72152,IncU,IncU,MOBP,Surveillance culture,2,662,PC1,Escherichia coli,131
batch31_26032020_ENT1509_Ctg3_len_71861_depth_0.97x_circ_blaKPC-2.fasta,batch31_26032020_ENT1509_Ctg3_len_71861_depth_0.97x_circ_blaKPC-2,ENT1509,E448,5,16/09/2014,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,662,PC1,Klebsiella oxytoca,-
batch22_18102019_ENT1517_Ctg4_len_71864_depth_1.08x_circ_blaKPC-2.fasta,batch22_18102019_ENT1517_Ctg4_len_71864_depth_1.08x_circ_blaKPC-2,ENT1517,E449,5,16/09/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaKPC2,NA,71864,IncU,IncU,MOBP,Clinical culture,2,662,PC1,Escherichia coli,131
rbatch5_09102020_ENT494_Ctg4_len_71861_depth_0.71x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT494_Ctg4_len_71861_depth_0.71x_circ_blaKPC-2,ENT494,E45,5,07/06/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,23,23,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,36,PC1,Klebsiella pneumoniae,23
batch22_18102019_ENT1518_Ctg10_len_71826_depth_1.03x_circ_blaKPC-2.fasta,batch22_18102019_ENT1518_Ctg10_len_71826_depth_1.03x_circ_blaKPC-2,ENT1518,E450,5,16/09/2014,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,71826,IncU,IncU,MOBP,Clinical culture,2,662,PC1,Escherichia coli,-
batch3_27032019_ENT8_Ctg4_len_41190_depth_3.13x_circ_blaNDM-1.fasta,batch3_27032019_ENT8_Ctg4_len_41190_depth_3.13x_circ_blaNDM-1,ENT8,E827,6,14/10/2010,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,48,48,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,960,PC2,Klebsiella pneumoniae,48
batch10_05072019_ENT947_Ctg5_len_41190_depth_2.06x_circ_blaNDM-1.fasta,batch10_05072019_ENT947_Ctg5_len_41190_depth_2.06x_circ_blaNDM-1,ENT947,E1018,5,21/01/2014,Escherichia coli,Escherichia coli,ecoli,4532,4532,blaNDM1,Cluster_33,41190,IncN,IncN,MOBF,Surveillance culture,6,1123,PC2,Escherichia coli,4532
batch23_01112019_ENT1821_Ctg5_len_72947_depth_1.28x_circ_blaKPC-2.fasta,batch23_01112019_ENT1821_Ctg5_len_72947_depth_1.28x_circ_blaKPC-2,ENT1821,E453,5,28/01/2015,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,135,135,blaKPC2,NA,72947,IncU,IncU,MOBP,Surveillance culture,2,664,PC1,Klebsiella oxytoca,135
batch29_27022020_ENT1228_Ctg5_len_71861_depth_1.79x_circ_blaKPC-2.fasta,batch29_27022020_ENT1228_Ctg5_len_71861_depth_1.79x_circ_blaKPC-2,ENT1228,E454,5,05/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,665,PC1,Klebsiella pneumoniae,-
batch29_27022020_ENT1253_Ctg3_len_71861_depth_0.94x_circ_blaKPC-2.fasta,batch29_27022020_ENT1253_Ctg3_len_71861_depth_0.94x_circ_blaKPC-2,ENT1253,E455,5,19/06/2014,Escherichia coli,Escherichia coli,ecoli,2186,2186,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,665,PC1,Escherichia coli,2186
batch12_27072019_ENT1397_Ctg3_len_41190_depth_2.42x_circ_blaNDM-1.fasta,batch12_27072019_ENT1397_Ctg3_len_41190_depth_2.42x_circ_blaNDM-1,ENT1397,E873,5,11/08/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,995,PC2,Escherichia coli,131
batch19_09102019_ENT662_Ctg2_len_174323_depth_1.83x_circ_blaOXA-181.fasta,batch19_09102019_ENT662_Ctg2_len_174323_depth_1.83x_circ_blaOXA-181,ENT662,E1191,5,02/10/2013,Escherichia coli,Escherichia coli,ecoli,38,38,blaOXA181,NA,174323,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,1248,PC3,Escherichia coli,38
batch15_11092019_ENT1777_Ctg4_len_41190_depth_5.14x_circ_blaNDM-1.fasta,batch15_11092019_ENT1777_Ctg4_len_41190_depth_5.14x_circ_blaNDM-1,ENT1777,E875,5,11/01/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,996,PC2,Klebsiella pneumoniae,-
batch8_28062019_ENT854_Ctg2_len_127481_depth_2.16x_circ_blaNDM-1.fasta,batch8_28062019_ENT854_Ctg2_len_127481_depth_2.16x_circ_blaNDM-1,ENT854,E459,1,10/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,2441,2441,blaNDM1,NA,127481,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,8,670,PC7,Klebsiella pneumoniae,2441
batch28_20022020_ENT1164_Ctg6_len_71861_depth_3.51x_circ_blaKPC-2.fasta,batch28_20022020_ENT1164_Ctg6_len_71861_depth_3.51x_circ_blaKPC-2,ENT1164,E460,5,11/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,54,54,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,671,PC1,Enterobacter cloacae,54
rbatch1_15072020_ENT1951_Ctg4_len_71835_depth_0.59x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1951_Ctg4_len_71835_depth_0.59x_circ_blaKPC-2,ENT1951,E461,5,03/04/2015,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,Cluster_57,71835,IncU,IncU,MOBP,Clinical culture,2,672,PC1,Escherichia coli,1193
batch18_02102019_ENT556_Ctg3_len_65499_depth_2.06x_circ_blaOXA-48.fasta,batch18_02102019_ENT556_Ctg3_len_65499_depth_2.06x_circ_blaOXA-48,ENT556,E507,6,26/07/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA48,Cluster_07,65499,IncL/M,IncL/M,MOBP,Surveillance culture,19,709,PC4,Klebsiella pneumoniae,16
batch16_28082019_ENT2011_Ctg4_len_71858_depth_0.63x_circ_blaKPC-2.fasta,batch16_28082019_ENT2011_Ctg4_len_71858_depth_0.63x_circ_blaKPC-2,ENT2011,E463,5,27/04/2015,Escherichia coli,Escherichia coli,ecoli,224,224,blaKPC2,NA,71858,IncU,IncU,MOBP,Surveillance culture,2,674,PC1,Escherichia coli,224
batch31_26032020_ENT1567_Ctg4_len_71861_depth_0.58x_circ_blaKPC-2.fasta,batch31_26032020_ENT1567_Ctg4_len_71861_depth_0.58x_circ_blaKPC-2,ENT1567,E467,5,08/10/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,323,323,blaKPC2,Cluster_52,71861,IncU,IncU,MOBP,Surveillance culture,2,677,PC1,Klebsiella pneumoniae,323
batch11_10072019_ENT1194_Ctg4_len_41190_depth_3.18x_circ_blaNDM-1.fasta,batch11_10072019_ENT1194_Ctg4_len_41190_depth_3.18x_circ_blaNDM-1,ENT1194,E88,5,22/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,-,-,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,65,PC2,Enterobacter cloacae,-
batch8_28062019_ENT818_Ctg3_len_89359_depth_2.55x_circ_blaNDM-1.fasta,batch8_28062019_ENT818_Ctg3_len_89359_depth_2.55x_circ_blaNDM-1,ENT818,E442,4,29/11/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,544,544,blaNDM1,NA,89359,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,657,PC5,Enterobacter cloacae,544
batch27_13022020_ENT828_Ctg4_len_71855_depth_1.60x_circ_blaKPC-2.fasta,batch27_13022020_ENT828_Ctg4_len_71855_depth_1.60x_circ_blaKPC-2,ENT828,E47,5,04/12/2013,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,NA,71855,IncU,IncU,MOBP,Clinical culture,2,36,PC1,Escherichia coli,1193
batch10_05072019_ENT999_Ctg3_len_41190_depth_2.82x_circ_blaNDM-1.fasta,batch10_05072019_ENT999_Ctg3_len_41190_depth_2.82x_circ_blaNDM-1,ENT999,E927,5,10/02/2014,Escherichia coli,Escherichia coli,ecoli,68,68,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,1045,PC2,Escherichia coli,68
batch12_27072019_ENT1309_Ctg4_len_41190_depth_3.97x_circ_blaNDM-1.fasta,batch12_27072019_ENT1309_Ctg4_len_41190_depth_3.97x_circ_blaNDM-1,ENT1309,E196,5,04/07/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,127,127,blaNDM1,Cluster_44,41190,IncN,IncN,MOBF,Surveillance culture,6,148,PC2,Enterobacter cloacae,127
batch12_27072019_ENT1304_Ctg4_len_41190_depth_3.31x_circ_blaNDM-1.fasta,batch12_27072019_ENT1304_Ctg4_len_41190_depth_3.31x_circ_blaNDM-1,ENT1304,E771,5,04/07/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,127,127,blaNDM1,Cluster_44,41190,IncN,IncN,MOBF,Surveillance culture,6,924,PC2,Enterobacter cloacae,127
batch1_08032019_ENT1420_Ctg5_len_41190_depth_2.13x_circ_blaNDM-1.fasta,batch1_08032019_ENT1420_Ctg5_len_41190_depth_2.13x_circ_blaNDM-1,ENT1420,E511,6,15/08/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaNDM1,Cluster_48,41190,IncN,IncN,MOBF,Clinical culture,6,714,PC2,Escherichia coli,162
batch3_27032019_ENT87_Ctg3_len_41190_depth_1.41x_circ_blaNDM-1.fasta,batch3_27032019_ENT87_Ctg3_len_41190_depth_1.41x_circ_blaNDM-1,ENT87,E992,6,10/01/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,1102,PC2,Klebsiella pneumoniae,147
batch3_27032019_ENT88_Ctg4_len_41189_depth_1.25x_circ_blaNDM-1.fasta,batch3_27032019_ENT88_Ctg4_len_41189_depth_1.25x_circ_blaNDM-1,ENT88,E645,6,03/01/2012,Enterobacter cloacae,Enterobacter cloacae,ecloacae,592,592,blaNDM1,Cluster_01,41189,IncN,IncN,MOBF,Clinical culture,6,823,PC2,Enterobacter cloacae,592
batch4_29032019_ENT323_Ctg4_len_41189_depth_3.09x_circ_blaNDM-1.fasta,batch4_29032019_ENT323_Ctg4_len_41189_depth_3.09x_circ_blaNDM-1,ENT323,E966,6,08/12/2012,Enterobacter cloacae,Enterobacter cloacae,ecloacae,592,592,blaNDM1,Cluster_01,41189,IncN,IncN,MOBF,Surveillance culture,6,1075,PC2,Enterobacter cloacae,592
batch13_31072019_ENT1485_Ctg5_len_41189_depth_3.16x_circ_blaNDM-1.fasta,batch13_31072019_ENT1485_Ctg5_len_41189_depth_3.16x_circ_blaNDM-1,ENT1485,E1077,6,08/09/2014,Escherichia coli,Escherichia coli,ecoli,-,7644,blaNDM1,NA,41189,IncN,IncN,MOBF,Surveillance culture,6,1172,PC2,Escherichia coli,#REF!
batch13_31072019_ENT1555_Ctg3_len_71863_depth_0.92x_circ_blaKPC-2.fasta,batch13_31072019_ENT1555_Ctg3_len_71863_depth_0.92x_circ_blaKPC-2,ENT1555,E478,5,01/10/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaKPC2,Cluster_48,71863,IncU,IncU,MOBP,Surveillance culture,2,687,PC1,Escherichia coli,162
batch4_29032019_ENT339_Ctg3_len_41189_depth_1.03x_circ_blaNDM-1.fasta,batch4_29032019_ENT339_Ctg3_len_41189_depth_1.03x_circ_blaNDM-1,ENT339,E1080,6,08/01/2013,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41189,IncN,IncN,MOBF,Clinical culture,6,1175,PC2,Escherichia coli,131
batch13_31072019_ENT1556_Ctg3_len_71861_depth_2.29x_circ_blaKPC-2.fasta,batch13_31072019_ENT1556_Ctg3_len_71861_depth_2.29x_circ_blaKPC-2,ENT1556,E479,5,02/10/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,687,PC1,Escherichia coli,162
batch8_28062019_ENT817_Ctg3_len_41189_depth_2.85x_circ_blaNDM-1.fasta,batch8_28062019_ENT817_Ctg3_len_41189_depth_2.85x_circ_blaNDM-1,ENT817,E400,5,29/11/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,-,-,blaNDM1,NA,41189,IncN,IncN,MOBF,Surveillance culture,6,623,PC2,Enterobacter cloacae,-
batch28_20022020_ENT1050_Ctg3_len_71861_depth_2.03x_circ_blaKPC-2.fasta,batch28_20022020_ENT1050_Ctg3_len_71861_depth_2.03x_circ_blaKPC-2,ENT1050,E48,5,09/03/2014,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,36,PC1,Escherichia coli,1193
batch16_28082019_ENT1689_Ctg4_len_71861_depth_1.86x_circ_blaKPC-2.fasta,batch16_28082019_ENT1689_Ctg4_len_71861_depth_1.86x_circ_blaKPC-2,ENT1689,E480,5,27/11/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,687,PC1,Escherichia coli,162
batch11_10072019_ENT1103_Ctg5_len_41189_depth_4.28x_circ_blaNDM-1.fasta,batch11_10072019_ENT1103_Ctg5_len_41189_depth_4.28x_circ_blaNDM-1,ENT1103,E75,4,08/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,20,20,blaNDM1,NA,41189,IncN,IncN,MOBF,Surveillance culture,6,52,PC2,Klebsiella pneumoniae,20
batch11_10072019_ENT1236_Ctg3_len_41188_depth_2.36x_circ_blaNDM-1.fasta,batch11_10072019_ENT1236_Ctg3_len_41188_depth_2.36x_circ_blaNDM-1,ENT1236,E108,5,11/06/2014,Escherichia coli,Escherichia coli,ecoli,410,410,blaNDM1,NA,41188,IncN,IncN,MOBF,Surveillance culture,6,78,PC2,Escherichia coli,410
batch13_31072019_ENT1553_Ctg4_len_41188_depth_2.72x_circ_blaNDM-1.fasta,batch13_31072019_ENT1553_Ctg4_len_41188_depth_2.72x_circ_blaNDM-1,ENT1553,E1229,6,30/09/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41188,IncN,IncN,MOBF,Clinical culture,6,1277,PC2,Escherichia coli,131
batch18_02102019_ENT557_Ctg3_len_65499_depth_0.82x_circ_blaOXA-48.fasta,batch18_02102019_ENT557_Ctg3_len_65499_depth_0.82x_circ_blaOXA-48,ENT557,E774,6,27/07/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA48,Cluster_07,65499,IncL/M,IncL/M,MOBP,Surveillance culture,19,926,PC4,Klebsiella pneumoniae,16
batch23_01112019_ENT1768_Ctg5_len_77462_depth_2.24x_circ_blaKPC-2.fasta,batch23_01112019_ENT1768_Ctg5_len_77462_depth_2.24x_circ_blaKPC-2,ENT1768,E483,5,08/01/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,3520,blaKPC2,NA,77462,"ColRNAI_rep_cluster_1987,IncU,rep_cluster_2050",ColRNAI_all,MOBP,Surveillance culture,2,690,PC1,Klebsiella pneumoniae,3520
batch18_02102019_ENT457_Ctg15_len_71973_depth_1.86x_circ_blaKPC-2.fasta,batch18_02102019_ENT457_Ctg15_len_71973_depth_1.86x_circ_blaKPC-2,ENT457,E484,5,03/05/2013,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,71973,IncU,IncU,MOBP,Clinical culture,2,691,PC1,Escherichia coli,-
batch15_11092019_ENT1908_Ctg7_len_41188_depth_3.06x_circ_blaNDM-1.fasta,batch15_11092019_ENT1908_Ctg7_len_41188_depth_3.06x_circ_blaNDM-1,ENT1908,E277,5,12/03/2015,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM1,NA,41188,IncN,IncN,MOBF,Clinical culture,6,225,PC2,Escherichia coli,101
batch3_27032019_ENT627_Ctg4_len_41188_depth_4.48x_circ_blaNDM-1.fasta,batch3_27032019_ENT627_Ctg4_len_41188_depth_4.48x_circ_blaNDM-1,ENT627,E310,6,05/09/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,17,17,blaNDM1,NA,41188,IncN,IncN,MOBF,Surveillance culture,6,539,PC2,Klebsiella pneumoniae,17
batch1_08032019_ENT207_Ctg4_len_41188_depth_4.25x_circ_blaNDM-1.fasta,batch1_08032019_ENT207_Ctg4_len_41188_depth_4.25x_circ_blaNDM-1,ENT207,E1055,6,05/07/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaNDM1,Cluster_05,41188,IncN,IncN,MOBF,Surveillance culture,6,1149,PC2,Klebsiella pneumoniae,11
batch18_02102019_ENT518_Ctg4_len_87275_depth_4.50x_circ_blaKPC-2.fasta,batch18_02102019_ENT518_Ctg4_len_87275_depth_4.50x_circ_blaKPC-2,ENT518,E488,5,08/07/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,841,841,blaKPC2,Cluster_10,87275,IncU,IncU,MOBP,Surveillance culture,32,694,PC6,Klebsiella pneumoniae,841
rbatch5_09102020_ENT663_Ctg10_len_87270_depth_1.58x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT663_Ctg10_len_87270_depth_1.58x_circ_blaKPC-2,ENT663,E489,5,30/09/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,3915,blaKPC2,NA,87270,IncU,IncU,MOBP,Clinical culture,32,694,PC6,Klebsiella pneumoniae,3915
batch32_26062020_ENT1733_Ctg3_len_71861_depth_2.19x_circ_blaKPC-2.fasta,batch32_26062020_ENT1733_Ctg3_len_71861_depth_2.19x_circ_blaKPC-2,ENT1733,E49,5,19/12/2014,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,36,PC1,Escherichia coli,1193
batch2_21032019_ENT264_Ctg4_len_41188_depth_2.88x_circ_blaNDM-1.fasta,batch2_21032019_ENT264_Ctg4_len_41188_depth_2.88x_circ_blaNDM-1,ENT264,E796,6,22/09/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaNDM1,Cluster_05,41188,IncN,IncN,MOBF,Surveillance culture,6,938,PC2,Klebsiella pneumoniae,11
batch11_10072019_ENT1116_Ctg6_len_41188_depth_2.91x_circ_blaNDM-1.fasta,batch11_10072019_ENT1116_Ctg6_len_41188_depth_2.91x_circ_blaNDM-1,ENT1116,E670,5,14/04/2014,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,108,108,blaNDM1,Cluster_21,41188,IncN,IncN,MOBF,Surveillance culture,6,846,PC2,Klebsiella oxytoca,108
batch2_21032019_ENT378_Ctg39_len_41187_depth_6.10x_circ_blaNDM-1.fasta,batch2_21032019_ENT378_Ctg39_len_41187_depth_6.10x_circ_blaNDM-1,ENT378,E1037,6,13/02/2013,Escherichia coli,Escherichia coli,ecoli,1675,1675,blaNDM1,NA,41187,IncN,IncN,MOBF,Surveillance culture,6,1132,PC2,Escherichia coli,1675
batch31_26032020_ENT1606_Ctg7_len_71861_depth_0.98x_circ_blaKPC-2.fasta,batch31_26032020_ENT1606_Ctg7_len_71861_depth_0.98x_circ_blaKPC-2,ENT1606,E493,5,24/10/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,54,54,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,698,PC1,Enterobacter cloacae,54
batch11_10072019_ENT1226_Ctg3_len_41187_depth_2.13x_circ_blaNDM-1.fasta,batch11_10072019_ENT1226_Ctg3_len_41187_depth_2.13x_circ_blaNDM-1,ENT1226,E105,5,07/06/2014,Escherichia coli,Escherichia coli,ecoli,2280,2280,blaNDM1,NA,41187,IncN,IncN,MOBF,Surveillance culture,6,73,PC2,Escherichia coli,2280
rbatch4_02102020_ENT1843_Ctg3_len_71861_depth_1.03x_circ_blaKPC-2.fasta,rbatch4_02102020_ENT1843_Ctg3_len_71861_depth_1.03x_circ_blaKPC-2,ENT1843,E495,5,30/01/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,70,70,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,700,PC1,Klebsiella pneumoniae,70
batch23_01112019_ENT1829_Ctg4_len_72160_depth_0.65x_circ_blaKPC-2.fasta,batch23_01112019_ENT1829_Ctg4_len_72160_depth_0.65x_circ_blaKPC-2,ENT1829,E496,5,01/02/2015,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,NA,72160,IncU,IncU,MOBP,Surveillance culture,2,700,PC1,Escherichia coli,1193
batch8_28062019_ENT825_Ctg3_len_127481_depth_1.98x_circ_blaNDM-1.fasta,batch8_28062019_ENT825_Ctg3_len_127481_depth_1.98x_circ_blaNDM-1,ENT825,E497,1,03/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1998,1998,blaNDM1,Cluster_27,127481,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,8,701,PC7,Klebsiella pneumoniae,1998
batch8_28062019_ENT873_Ctg3_len_127481_depth_1.03x_circ_blaNDM-1.fasta,batch8_28062019_ENT873_Ctg3_len_127481_depth_1.03x_circ_blaNDM-1,ENT873,E498,3,13/12/2013,Others,Enterobacter cloacae,-,-,-,blaNDM1,NA,127481,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,8,701,PC7,Enterobacter cloacae,-
batch26_31012020_ENT76_Ctg3_len_71795_depth_2.38x_circ_blaKPC-2.fasta,batch26_31012020_ENT76_Ctg3_len_71795_depth_2.38x_circ_blaKPC-2,ENT76,E499,5,07/12/2011,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaKPC2,NA,71795,IncU,IncU,MOBP,Clinical culture,2,702,PC1,Klebsiella pneumoniae,11
batch3_27032019_ENT967_Ctg3_len_74789_depth_1.48x_circ_blaNDM-1.fasta,batch3_27032019_ENT967_Ctg3_len_74789_depth_1.48x_circ_blaNDM-1,ENT967,E5,4,28/01/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,74789,IncR,IncR,-,Clinical culture,11,7,PC10,Klebsiella pneumoniae,147
rbatch6_28102020_ENT1734_Ctg5_len_71861_depth_1.49x_circ_blaKPC-2.fasta,rbatch6_28102020_ENT1734_Ctg5_len_71861_depth_1.49x_circ_blaKPC-2,ENT1734,E50,5,19/12/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,23,23,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,36,PC1,Klebsiella pneumoniae,23
